ensemble_name,model_name,drift_name,feature_selector_name,learning_threshold,iteration,accuracy,drifts_detected,model_args,ticker,base_models_count
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,1,0.508,4,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,1,0.51,4,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,2,0.508,3,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,2,0.512,4,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,2,0.505,3,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,3,0.523,1,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,3,0.51,1,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,3,0.518,2,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,4,0.513,2,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,4,0.507,1,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,kswin,tstat,500,4,0.511,4,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,0,0.51,1,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,0,0.521,1,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,0,0.517,0,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,1,0.516,1,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,1,0.504,1,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,1,0.519,1,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,2,0.513,2,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,2,0.515,1,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,2,0.512,1,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,3,0.506,1,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,3,0.515,1,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,3,0.522,0,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,4,0.524,0,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,4,0.524,0,{},AAPL,5
hoeffdingtreeclassifier,BaggingClassifier,pagehinkley,tstat,500,4,0.52,0,{},AAPL,8
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,tstat,500,0,0.51,8,{},AAPL,2
hoeffdingtreeclassifier,BaggingClassifier,bollingerband,tstat,500,0,0.51,8,{},AAPL,5
